 ,Location 1,Location 2,Location 3
অনেক ের উপাস,নড়াইল,,
Bangladesh jindabad,Patuakhali,,
এর পরেও বাংলাদেশের মানুষ তাদের কে ই ভোট টা দিবে,Dhaka,Barisal,Bhola
শিবির বলে চালিয়ে দাও,Dhaka,,
POLICE E DEOA HOK,Chittagong,,
এর জন্য মন্ত্রী দাই,Dhaka,Narsingdi,
সমজতা,Panchagarh,,
আটক কট,Dhaka,Jamalpur,
আইচ্ছা,Dhaka,,
সমঝোতা সমঝোতা,Manikganj,,
কেমনে কি জাতি বিশ্বাস করবে না,Dhaka,,
আচ্ছা মতো দেন আগে,Sirajganj,,
"""Arifur Rahman দোস্ত, একটু না কইরা দিস।""",Dhaka,Barisal,
বাহ,Chittagong,Rangamati,
এটা চাঁদা না সমঝোতা,Dhaka,,
হুমমম,Dhaka,Bagerhat,
"""অবশ্যই খাবেন, যুদ্ধ করে আপনারা স্বাধীন করেছেন। প্রয়োজনে রাস্তার ইট খুলে বাড়ি নিয়ে যাবেন।""",Dhaka,Faridpur,
হাট ঘাট খাওয়া শেষ হলে মানচিত্রটাও খেয়ে নিও,Dhaka,,
দলকানাগুলো দেখি রাতকানাও,Dhaka,,
পিছন দিয়ে ভরে দিলে?,Dhaka,Chittagong,Rajshahi
সমঝোতা করে খাও মনে রাখবা বাবার সম্পত্তি মিলে মিশে খাঁ ওয়া ভালো,Chittagong,,
"""ভোট দেবো ধানের শীষে, চাঁদা তুলবো মিলেমিশে।""",Dhaka,,
জ্বি ভাই বাজারে ডাস্টবিনও আছে৷ আর নিচে নাই গেলাম৷,Dhaka,,
সমঝোতা করে খেলেই হয়। রেজাউল রনিকে এই ক্ষেত্রে দাওয়াত দেয়া উচিত।,Dhaka,,
হাট আর ঘাঁট কি মুখ দিয়ে ঢুকবে।,Dhaka,Narayanganj,
খেতে খেতে ব্লাস্ট না হয়ে যায়,Dhaka,Narsingdi,
"""ঠিক বলেছেন নেতা, হাট-ঘাট-মাঠ- এমন কি টয়লেটও খেতে হবে, বাদ দেয়া যাবেনা কোন কিছুই""",Dhaka,,
কমেন্ট পড়াও একটা সাহিত্য চর্চার মতো কেননা হৃদয়ের কথা লিখেছে কমেন্টে।,Dhaka,Pabna,Kushtia
হা হা জয়যুক্ত হয়েছে ভাই।,Barisal,,
"""অবশ্যই খাবেন, প্রয়োজনের বাথরুমের পায়খানাও খাবেন""",Dhaka,,
"""ভাই রোজা রমজানের মাস,,, দয়া করে রাতে ইফতারে পর খাইয়েন,""",Dhaka,Bogura,
"""মাদক মুক্ত বাংলাদেশ চাই, এতে ছাত্র জনতা সহ সাধারণ জনগন সবাই কে এগিয়ে এসে পুলিশ কে সহযোগিতা করা উচিত, পুলিশের বিরুদ্ধে অবস্থান নয়।""",Bogra,,
তাহলে ত চাঁদাবাজিতে আমাদেরও হক আছে,Dhaka,,
সাহরি খেয়ে নাও সময় আছে আর মাত্র ৫ ।,Chittagong,Mymensingh,
ঠিক আছে । হাট-ঘাট খা আর ভাত খাওয়া লাগবে না,Khulna,,
এইবার ম‌নে হয় সারা‌বি‌শ্বে একই‌দি‌নে ঈদ হবে!,Dhaka,,
হাট ঘাট কি রান্না করে খায় নাকি সালাদ হিসেবে কেউ জানলে জানাবেন।,Khulna,,
"""ok,আর যেনো কেউ না খায়!!!""",Sylhet,,
"""চাঁন্দা না সমঝোতা বলবা''। নেতার নাম খাম্বা না """"বৈদ্যুতিক খুঁটি বলবা""""""",Dhaka,,
"""মাশা আল্লাহ! আগামী পাঁচ মাসেই এই রেকর্ড ভেঙে নতুন ইতিহাস গড়বে—এটাই আশা, কারণ তারা দুর্দান্ত গতিতে এগিয়ে চলছে।…""",সিলেট,Sylhet,
অতিরিক্ত খাইতে যেয়ে যেনো পেট নষ্ট না হয় এইদিকে খেয়াল রাইখেন?,Dhaka,Rangpur,Nilphamari
লিঠার যেহেতু বলছে তাহলে ঠিকেই বলেছে,Sirajganj,,
ভাই আমার সত্যবাদী মনের ভেতরে কোন কথাই রাখেন না।…,Khulna,,
কাকার কথায় আমি সহমত।,Dhaka,Shariatpur,Chandpur
Faruk Ahmed আপনার কোনটা??? হাট না ঘাট?,Dhaka,,
কেন নয় সবি তো তোমাদের,Cumilla,Comilla,
সমঝোতার মাধ্যমে খেলে আশা করি পাপ হবেনা,Dhaka,Rangpur,
"""হাট ঘাট ওর বাবা তৈরি করেছে, তাই সমঝোতার মাধ্যমে খাবে ।""",পাবনা,Chittagong,Chandpur
"""সমঝোতা বলেও তো একটা ব্যাপার থাকে। সব তো বুঝলাম, রাতের বেলায় সানগ্লাস কি কাজে আসে ?""",Khulna,Bagerhat,Jhenaidah
এবার মনে হয়। বাংলাদেশ চেম্পিয়ন হতে পারে বিশ্বে। তাহলে জুলাই যোদ্ধারা সবাই এ কাজ করতে পাড়বে।,Dhaka,Kishoreganj,
চিন্তা চেতনায় ধ্যানে জ্ঞানে খাওয়া ছাড়া কথা নাই,Chittagong,Noakhali,
কথায় যুক্তি আছে,Dhaka,Barisal,Bhola
"""বাহ্ উনি তো চমৎকার কথা বলেছেন, কথায় যুক্তি আছে...!""",Chattogram,,
তাই বলে রাতের বেলা মানুষ চোখে সানগ্লাস দেয়,ঢাকা,ময়মনসিংহ,Dhaka
অন্যের ঘরের রান্না করা ভাতও নিবেন,Dhaka,,
অলরেডি খাওয়া শুরু হয়েছে গুরু।,Dhaka,Narsingdi,Lalmonirhat
"""হাটের ইট, মাঠের পানি, লগে লেট্টিনের গুও খাইছ""",Dhaka,Kishoreganj,
খায়ে নে বেশি করে কিছু পর ডাবল দিতে হবে,Dhaka,Gazipur,Kishoreganj
বাহ! এই এতো তাদের মনের কথা!,Dhaka,Chittagong,Lakshmipur
বাহ! কি চমৎকার তাদের প্লান,Bogura,Patuakhali,
হুম.... সেটাই তো কথা,কুমিল্লা,Dhaka,Comilla
শুধু হাট-ঘাট কেন হাম্মাম খানাসহ খা ।,Dhaka,Kishoreganj,
সবকিছুই সমঝোতা,Khulna,Jessore,
"""সবে তো শুরু, এখনো তো অনেক কিছু বাকি।""",সুনামগঞ্জ,Dhaka,
ওক্যরে ঠিক কথা -- চালিয়ে যান বস,Dhaka,Jamalpur,Sherpur
সেহরি ইফতারি খাওয়ার ইচ্ছে থাকলে তো আর হাট ঘাট খাওয়া লাগতো না খেকু,Chittagong,Chandpur,
রাতের বেলায় সানগ্লাস পরার মাঝে এক পইসাশিক আনন্দ আছে দেখে মনে হচ্ছে শরীরে একটা ভাব এসে যায়,Tangail,Jamalpur,
"""ভাই ঠিকই বলেছেন, আপনার চেহারার সাথে কথাটা খুব মিলে।""",Dhaka,,
সবে খেলা শুরু গুরু পিকচার আবি বাকি হে মেরি দোস্ত।,Dhaka,Chittagong,
স্বাস্থ্য দেখে তো অন্য খাদক মনে হচ্ছে,Dhaka,,
"""আমিও আন্দোলনের পিছনে থাকা সে একজন, আমারও দরকার আছে হাট-ঘাট।""",চট্টগ্রাম,নোয়াখালী,Chittagong
"""Apnar ma bon re deikha raikhen, kobe je ogulo khawa suru kore mamu""",নরসিংদী,Dhaka,Pabna
